Beyblade: Metal Fusion,TV-Y7,Suitable for children ages 7 and older,41,2009,,82
Coraline,PG,"thematic elements-scary images-some language and suggestive humor",60,2009,95,80
Disney Animation Collection: Vol. 1: Mickey and the Beanstalk,TV-G,Suitable for all ages.,35,2009,,82
Disney Animation Collection: Vol. 2: Three Little Pigs,TV-G,Suitable for all ages.,35,2009,,82
Disney Animation Collection: Vol. 4: The Tortoise and the Hare,TV-G,Suitable for all ages.,35,2009,,82
H2O: Just Add Water,TV-PG,Parental guidance suggested. May not be suitable for all children.,70,2009,74,80
Hannah Montana: The Movie,G,General Audiences. Suitable for all ages.,35,2009,56,80
Lottie Dottie Chicken,TV-Y,Suitable for all ages.,10,2009,,82
The Gruffalo,TV-Y,Suitable for all ages.,10,2009,,82
The L Word,TV-MA,For mature audiences.  May not be suitable for children 17 and under.,110,2009,,82
